Language,"Source Text","Bing Translate #1","Bing Translate #2","Bing Score (RTT with similar_text)","Bing Score (RTT with meteor)","Google Translate #1","Google Translate #2","Google Score (RTT with similar_text)","Google Score (RTT with meteor)","Yandex Translate #1","Yandex Translate #2","Yandex Score (RTT with similar_text)","Yandex Score (RTT with meteor)"
﻿en-ar,"the inner workings of the Gran Telescopio Canarias are huge .","الأعمال الداخلية لجزر الكناري المنفذة غران ضخمة.","The inner workings of the Canary Islands Gran executed.",0.60344827586207,0.52083333333333,"والأعمال الداخلية من غران تليسكوبيو الكناري ضخمة.","The interior works of the Canary Gran Canescape.",0.58715596330275,0.18691588785047,"الأعمال الداخلية Gran Telescopio Canarias ضخمة .","The inner workings of the Gran Telescopio Canarias is huge .",0.94214876033058,0.89681818181818
﻿en-ar,"this was , for the time being , to fill the optical gaps in the not yet fully stocked library .","وكان هذا، في الوقت الراهن، ملء الفجوات الضوئية في مكتبة لا بعد مجهز بالكامل.","This was, at the moment, fill the gaps in his Office not yet fully equipped.",0.65497076023392,0.36470588235294,"كان هذا، في الوقت الراهن، لملء الفجوات البصرية في مكتبة لم يتم تخزينها بالكامل.","This, for now, to fill the visual gaps in the library has not been fully stored.",0.66285714285714,0.26829268292683,"كان هذا في الوقت الراهن ، لملء البصرية الثغرات في غير مجهز بالكامل المكتبة .","This was in the moment, to fill visual gaps in the non-fully-equipped library .",0.70114942528736,0.33831372389366
﻿en-ar,"Australian schools provide an average of 143 hours a year .","وتوفر المدارس الأسترالية 143 ساعة في السنة في متوسط.","Australian schools provide 143 hours a year on average.",0.78947368421053,0.69444444444444,"وتوفر المدارس الأسترالية ما متوسطه 143 ساعة في السنة.","Australian schools provide an average of 143 hours per year.",0.95798319327731,0.81039755351682,"الاسترالي توفر المدارس بمتوسط 143 ساعة في السنة .","Australian schools provide an average of 143 hours per year .",0.96666666666667,0.89681818181818
﻿en-ar,"we fought back incredibly well against the two-time Euroleague champions .","لقد حاربنا مرة أخرى بشكل لا يصدق أيضا ضد الأبطال الأوروبي مرتين.","We fought back incredibly well against European champions twice.",0.81159420289855,0.62263794406652,"قاتلنا مرة أخرى بشكل لا يصدق ضد بطل الدوري الأوروبي لمرة واحدة.","We fought again unbelievably against the European champions once.",0.69064748201439,0.34444444444444,"لقد كافح بشكل جيد بشكل لا يصدق ضد مرتين أبطال الدوري الأوروبي .","He fought incredibly well against twice champions of the European League .",0.66216216216216,0.51571980143409
﻿en-ar,"courageous , he even manages to smile , talks to the strangers bustling around him .","الشجاع، أنه حتى تمكن من ابتسامة، يتحدث إلى الغرباء الصاخبة حوله.","Courageous, he even managed to smile, talking to strangers is bustling around him.",0.89156626506024,0.47388535031847,"شجاعة، حتى انه تمكن من الابتسامة، محادثات إلى الغرباء الصاخبة من حوله.","Brave, so he managed to smile, talking to the noisy strangers around him.",0.73885350318471,0.25477707006369,"شجاعة , حتى أنه تمكن من ابتسامة ، يتحدث إلى الغرباء الصاخبة حوله .","Brave , even he managed to smile, talking to strangers bustling around him .",0.8375,0.56229731143425
﻿en-ar,""" we are going to play a team which has many technical qualities and which has players possessing many individual qualities , .","""نحن ذاهبون للعب فريق الذي لديه العديد من الصفات التقنية والذي يملك لاعبين تمتلك العديد من الصفات الفردية،.","""We're going to play a team which has many technical qualities which has players possess many individual qualities.",0.93388429752066,0.70026041666667,"""نحن ذاهبون للعب الفريق الذي لديه العديد من الصفات التقنية والتي لديها لاعبين تمتلك العديد من الصفات الفردية،.","""We are going to play a team that has many technical qualities and that have players possess many individual qualities,"" he said.",0.875,0.68026746724891,"""نحن ذاهبون للعب في الفريق الذي لديه العديد من الصفات التقنية و التي لديها لاعبين تمتلك العديد من الصفات الفردية , .","""We are going to play in a team that has many technical qualities and that have players possess many of the qualities of the individual , .",0.77443609022556,0.70328162920756
﻿en-ar,"she wants to use next year 's EU elections .","وقالت أنها تريد استخدام انتخابات الاتحاد الأوروبي العام المقبل.","She wants to use the European Union elections next year.",0.68,0.63469387755102,"انها تريد استخدام انتخابات الاتحاد الأوروبي في العام المقبل.","It wants to use EU elections next year.",0.67469879518072,0.64764681382757,"إنها تريد أن الاستخدام العام المقبل 'الاتحاد الأوروبي الانتخابات .","She wants to use next year's EU elections .",0.96551724137931,0.78677398989899
﻿en-ar,"Somerset House is the only place in the British capital worthy of hosting a Valentino Garavani exhibition .","سومرست البيت هو المكان الوحيد في يستحق رأس المال البريطاني لاستضافة معرض فالنتينو Garavani أ.","Somerset House is the only place in the British capital deserves to host exhibition of Valentino Garavani.",0.7981220657277,0.76430851670277,"سومرست هاوس هو المكان الوحيد في العاصمة البريطانية يستحق استضافة معرض فالنتينو غارافاني.","Somerset House is the only place in the British capital worth hosting the exhibition of Valentino Garavani.",0.8411214953271,0.87028631284916,"سومرست هاوس هو المكان الوحيد في العاصمة البريطانية تستحق استضافة Valentino Garavani المعرض .","Somerset House is the only place in the British capital deserves to host the Valentino Garavani knowledge .",0.80373831775701,0.77395124716553
﻿en-ar,"the FAA is easing restrictions on the use of electronic gadgets .","القوات المسلحة اﻷنغولية هو تخفيف القيود المفروضة على استخدام الأدوات الإلكترونية.","The FAA is easing restrictions on the use of electronic tools.",0.91338582677165,0.83697478991597,"فاء يخفف القيود المفروضة على استخدام الأدوات الإلكترونية.","Q eased restrictions on the use of electronic tools.",0.78632478632479,0.43684710351377,"FAA هو تخفيف القيود المفروضة على استخدام الأدوات الإلكترونية .","The FAA is easing restrictions on the use of electronic tools .",0.921875,0.91391184573003
﻿en-ar,"Modolo believes that simplifying the valley side can be understood as a park .","Modolo يرى أن تبسيط الجانب وادي يمكن فهمه كمنتزه.","Modolo finds that simplify the side Valley can be understood as a park.",0.83221476510067,0.68939889410785,"ويعتقد مودولو أن تبسيط الجانب الوادي يمكن أن يفهم على أنه حديقة.","Modulo believes that streamlining the valley side can be understood as a park.",0.92307692307692,0.78334026993281,"Modolo يعتقد أن تبسيط وادي الجانب يمكن أن تفهم على أنها بارك .","Modolo believes that the simplification of the valley side can be understood as a park .",0.91566265060241,0.97441793618856
﻿en-ar,"I always thought that Wuffli and Ospel were a dream team .","اعتقدت دائماً أن فريق حلم ووفلى وأوسبيل.","I always thought that Wuffli's dream team wausbil.",0.77777777777778,0.48491379310345,"كنت أعتقد دائما أن وفلي وأوسبيل كانوا فريق الأحلام.","I always thought that Wally and Usbell were the dream team.",0.85470085470085,0.59020483193277,"اعتقدت دائما أن Wuffli و Ospel كان فريق الأحلام .","I always thought that Wuffli, Ospel was the dream team .",0.87719298245614,0.72310405643739
﻿en-ar,"the meeting point for the one and a half hour tour is the Nuclear Bunder Museum","نقطة التقاء لجولة بساعة ونصف هو متحف عمدة النووي","Meeting point for an hour and a half round is nuclear Mayor Museum",0.71724137931034,0.56815286624204,"نقطة التقاء لجولة ساعة ونصف الساعة هو متحف باندر النووية","A meeting point for an hour and a half tour is the Bander Nuclear Museum",0.78145695364238,0.75378661010011,"الاجتماع نقطة واحدة ونصف ساعة جولة النووية بندر المتحف","Meeting point one and a half hour round of nuclear Bandar Museum",0.76923076923077,0.55159860715416
﻿en-ar,"journalists said that they had been prevented from seeing the police take action in the park .","وقال الصحفيون أنهم منعوا من رؤية الشرطة اتخاذ إجراءات في الحديقة.","The journalists said they were prevented from seeing the police action in the garden.",0.83798882681564,0.69257318695941,"قال صحفيون إنهم منعوا من رؤية الشرطة تتخذ إجراءات في الحديقة.","Journalists said they were prevented from seeing police take action in the park.",0.88505747126437,0.65114625167336,"وقال صحافيون أنهم منعوا من رؤية الشرطة اتخاذ إجراءات في الحديقة .","Journalists said they were prevented from seeing the police take action in the park .",0.91620111731844,0.82361516034985
﻿en-ar,"Lopez Loredo said that early frost this year stopped the economy and its performance and growth were restricted .","وقال لوريدو لوبيز أن الصقيع المبكر هذا العام توقفت عن الاقتصاد، وفرضت قيود على الأداء والنمو.","Loredo said Lopez to early frost this year stopped the economy and restrictions on performance and growth.",0.79452054794521,0.72771927920104,"وقال لوبيز لوريدو أن الصقيع في وقت مبكر من هذا العام توقفت الاقتصاد وأدائها والنمو كانت مقيدة.","Lopez Loredo said that frosts earlier this year stopped the economy and its performance and growth were constrained.",0.89082969432314,0.79047619047619,"لوبيز Loredo قال الصقيع في وقت مبكر من هذا العام توقفت عن الاقتصاد الأداء والنمو مقيدة .","Lopez Loredo said Frost early in this year the timing of economic performance and growth restricted .",0.78504672897196,0.53411809140123
﻿en-ar,"Hafez Abu Saeda is furious about this forced constitutive process .","حافظ أبو سعدة غاضب إزاء هذه العملية التأسيسية القسري.","Hafez Abu Se'da angry about this process forced Foundation.",0.58730158730159,0.39480452674897,"حافظ أبو سعدة غاضب من هذه العملية التأسيسية القسرية.","Hafez Abu Sa'ada is angry at this forced institutionalization process.",0.75912408759124,0.39118246687054,"حافظ أبو سعدة غاضب حول هذا القسري التأسيسي .","Hafez Abu Saada angry about this forced Foundation .",0.65546218487395,0.52083333333333
﻿en-ar,"the police in Grand Junction are no longer citing adults .","لم يعد يتم مستشهداً بالشرطة في تقاطع الكبرى الكبار.","Police are no longer citing in Grand Junction.",0.61538461538462,0.72794976635514,"لم تعد الشرطة في غراند جانكشن تقتبس من البالغين.","Police in Grand Junction no longer quote adults.",0.81132075471698,0.59317184817852,"الشرطة في Grand Junction لم تعد نقلا عن البالغين .","Police in Grand Junction are no longer citing adults .",0.94642857142857,0.91376146788991
﻿en-ar,"a statement announced that Monti will meet with the president .","وأعلن بيان أن مونتي سيجتمع مع الرئيس.","The statement said Monti would meet with the President.",0.77966101694915,0.58767951625094,"أعلن بيان أن مونتي سيجتمع مع الرئيس.","A statement announced that Monty will meet with the President.",0.944,0.81039755351682,"بيانا أعلن أن روما سيلتقي مع الرئيس .","A statement announced that Rome will meet with the President .",0.912,0.89681818181818
﻿en-ar,"he said some "" tough love "" will also be dispensed .","وقال سوف أيضا يمكن الاستغناء عن بعض ""الحب صعبة"".","He will also be laying off some ""tough love"".",0.41237113402062,0.4099075527647,"وقال انه سيتم الاستغناء عن بعض ""الحب الشاق"".","He will be dispensed with some ""hard love"".",0.44210526315789,0.25862068965517,"قال بعض ""الحب القاسي"" كما سيتم الاستغناء .","He said some ""tough love"" will also be exploitation .",0.8,0.64971751412429
﻿en-ar,"European exchanges have entered a little further .","وقد دخلت التبادلات الأوروبية أبعد قليلاً.","European exchanges had gone a little further.",0.84210526315789,0.56455696202532,"وقد دخلت التبادلات الأوروبية إلى أبعد قليلا.","European exchanges have entered a little further.",0.98989898989899,0.87574270214415,"البورصات الأوروبية قد دخلت أبعد قليلا .","European Stock Exchanges have entered a little further .",0.92452830188679,0.96161265432099
﻿en-ar,"Gene Bartow said to me ' I 've got a very strong player for you .","بارتو الجينات وقال لي ""لقد حصلت على لاعب قوي جداً لك.","Gene Bartow told me ""I've got a very strong player for you.",0.90322580645161,0.60096153846154,"وقال جين بارتو لي 'أنا' حصلت على لاعب قوي جدا بالنسبة لك.","""I've got a very strong player for you,"" said Jean-Barto Lee.",0.61904761904762,0.48387096774194,"الجينات Bartow قال لي: 'أنا 'هاء حصلت قوي جدا من لاعب بالنسبة لك .","Gene Bartow said to me: 'I 've got a very strong player for you .",0.98461538461538,0.93445143256464
﻿en-ar,"around 800,000 Germans currently have a vegan diet .","الألمان حوالي 800,000 حاليا باتباع نظام غذائي نباتي.","The Germans nearly 800,000 currently to a vegetarian diet.",0.63636363636364,0.27777777777778,"حوالي 800،000 الألمان حاليا نظام غذائي نباتي.","About 800,000 Germans are currently vegetarian diet.",0.76923076923077,0.22727272727273,"حوالي 800,000 الألمان حاليا اتباع نظام غذائي نباتي .","About 800,000 Germans currently follow a vegetarian diet .",0.8,0.5679012345679
﻿en-ar,"he would prefer not to see his name in the newspaper .","أنه يفضل عدم معرفة اسمه في الصحيفة.","He prefers not to see his name in the newspaper.",0.90196078431373,0.74858757062147,"وقال انه يفضل عدم رؤية اسمه في الصحيفة.","He would prefer not to see his name in the newspaper.",0.97196261682243,0.92159177720675,"وقال إنه يفضل عدم رؤية اسمه في الصحيفة .","He would prefer not to see his name in the press .",0.88461538461538,0.91391184573003
﻿en-ar,"the new head of the bank plans to present his future strategy .","الرئيس الجديد للبنك الدولي يعتزم تقديم استراتيجيته المقبلة.","The new President of the World Bank intends to submit his future strategy.",0.72992700729927,0.58974358974359,"ويخطط رئيس البنك الجديد لتقديم إستراتيجيته المستقبلية.","The new bank president plans to present his future strategy.",0.79674796747967,0.67755419461456,"الرئيس الجديد للبنك خطط لعرض استراتيجيته المقبلة .","The new president of the Bank plans to showcase its strategy next .",0.69230769230769,0.661918328585
﻿en-ar,"if a citizen wanted to travel , an invitation letter from the country was necessary .","إذا أراد أي مواطن السفر، رسالة دعوة من البلد كان ضروريا.","If any citizen travel, a letter of invitation from the country if necessary.",0.75776397515528,0.43743749013002,"إذا أراد مواطن السفر، كان من الضروري رسالة دعوة من البلاد.","If a citizen wanted to travel, it was necessary to have an invitation letter from the country.",0.75977653631285,0.9144237405107,"إذا كان المواطن يريد السفر , رسالة دعوة من البلاد كان ضروريا .","If a citizen wants to travel , letter of invitation from the country was necessary .",0.86390532544379,0.8203125
﻿en-ar,"you want to change the Republic , but you are not keen on putting your own money into it .","تريد تغيير الجمهورية، ولكن لم تكن حريصة على وضع الأموال الخاصة بك فيه.","Want to change the Republic, but were not eager to put your own money into it.",0.8452380952381,0.63066054824297,"كنت ترغب في تغيير الجمهورية، ولكن كنت لا تحرص على وضع المال الخاص بك في ذلك.","You want to change the republic, but you are not keen to put your money into it.",0.90588235294118,0.79076776649746,"كنت ترغب في تغيير الجمهورية ، ولكن لم تكن حريصة على وضع المال الخاص بك في ذلك .","You want to change the Republic, but wasn't eager to put your money in it .",0.81212121212121,0.55148100907029
﻿en-ar,"it is not clear , whether the rocket was intended to start the handcar .","ليس من الواضح ما إذا كان الصاروخ كان من المزمع البدء في هاندكار.","It is not clear whether the rocket was scheduled to start at handkar.",0.86524822695035,0.63344594594595,"فإنه ليس من الواضح، ما إذا كان المقصود من الصاروخ لبدء هاندكار.","It is not clear, whether the missile was intended to start Handkar.",0.83453237410072,0.63775510204082,"وليس من الواضح ما إذا كان الصاروخ المقصود أن تبدأ سكة القطار .","It is not clear whether the rocket is intended to start housing sector .",0.80555555555556,0.77623974645787
﻿en-ar,"was the matter being the development of the commercial lease policy .","وكان هذه المسألة يجري وضع سياسة التأجير التجاري.","This issue was being commercial lease policy.",0.59649122807018,0.32347826086957,"كان الأمر يتعلق بوضع سياسة الإيجار التجاري.","It was a commercial lease policy.",0.58823529411765,0.27686403508772,"كان الأمر يجري تطوير التأجير التجاري السياسة .","It was being developed for commercial leasing policy .",0.73170731707317,0.21367521367521
﻿en-ar,"these are remnants of the Roman city wall .","وهذه بقايا سور المدينة الروماني.","These remains of the Roman city wall.",0.85,0.63920454545455,"هذه هي بقايا جدار المدينة الرومانية.","These are the remnants of the Roman city wall.",0.92134831460674,0.91426611796982,"هذه هي بقايا مدينة رومانية الجدار .","These are the remains of the Roman city wall .",0.87640449438202,0.90421923755257
﻿en-ar,"during the 2008 general election in Florida , 33 % of early voters were African-Americans .","وخلال الانتخابات العامة لعام 2008 في ولاية فلوريدا، كانت 33% الناخبين المبكرين الأمريكيين من أصل أفريقي.","During the general elections of 2008 in Florida, 33% of early voters were African-Americans.",0.89617486338798,0.63553291888248,"خلال الانتخابات العامة في ولاية فلوريدا عام 2008، كان 33٪ من الناخبين الأوائل من الأمريكيين الأفارقة.","During the Florida general elections in 2008, 33% of the first voters were African Americans.",0.78260869565217,0.34591194968553,"خلال الانتخابات العامة لعام 2008 في ولاية فلوريدا ، 33 % من أوائل الناخبين الأمريكيين من أصل أفريقي .","During the 2008 general election in Florida, 33 % of early voters are African-Americans .",0.96666666666667,0.82547169811321
﻿en-ar,"the guide contains information for schools on how to make faculty and staff aware of children 's food allergies .","الدليل يحتوي على معلومات للمدارس حول كيفية جعل أعضاء هيئة التدريس والموظفين على علم بالحساسية الغذائية للأطفال.","The directory contains information about how to make the school faculty and staff aware of food allergies for kids.",0.73684210526316,0.71546621998883,"يحتوي الدليل على معلومات للمدارس حول كيفية جعل أعضاء هيئة التدريس والموظفين على بينة من الحساسية الغذائية للأطفال.","The guide contains information for schools on how to make faculty and staff aware of children's food allergies.",0.98214285714286,0.85622662612282,"الدليل يحتوي على معلومات عن المدارس على كيفية جعل أعضاء هيئة التدريس والموظفين على بينة من الأطفال من الحساسية الغذائية .","The guide contains information for schools on how to make faculty and staff aware of children from food allergies .",0.96491228070175,0.94813019390582
﻿en-ar,"what I want most is to be cured of my diarrhoea .","ماذا تريد معظم الشفاء من بي الإسهال.","What do you want most of the healing of my diarrhea.",0.71287128712871,0.35830999066293,"ما أريد أكثر هو أن يشفي من الإسهال بلدي.","What I want most is to heal my diarrhea.",0.80898876404494,0.57474271759986,"ما أريده هو أن يكون الشفاء من الإسهال .","What I want is to be cured of diarrhea .",0.87640449438202,0.74858757062147
﻿en-ar,"the research took place at the end of last year 's school year .","أجريت البحوث في نهاية السنة الدراسية للعام الماضي.","The research was conducted at the end of the school year last year.",0.68702290076336,0.68939889410785,"تم إجراء البحث في نهاية العام الدراسي الماضي.","The search was conducted at the end of the last school year.",0.70967741935484,0.55555555555556,"الأبحاث التي جرت في نهاية العام الماضي 's العام الدراسي .","The research that took place at the end of last year 's academic year .",0.85925925925926,0.90855680053716
﻿en-ar,"these legislative changes in the electoral system will have significant impacts .","وسوف يكون هذه التغييرات التشريعية في النظام الانتخابي آثار هامة.","These legislative changes will have on the electoral system has important implications.",0.76190476190476,0.625,"فإن هذه التغييرات التشريعية في النظام الانتخابي سيكون لها آثار كبيرة.","These legislative changes in the electoral system will have significant implications.",0.93975903614458,0.83697478991597,"هذه التغييرات التشريعية في النظام الانتخابي سيكون لها تأثيرات كبيرة .","These legislative changes in the electoral system would be no significant impacts .",0.91463414634146,0.81528925619835
﻿en-ar,"alone I will not achieve anything .","وحدة وأنا لن يحقق أي شيء.","Alone I will not achieve anything.",0.95652173913043,0.85346215780998,"وحده لن يحقق أي شيء.","Alone will not achieve anything.",0.92537313432836,0.65588235294118,"وحده لن يحقق أي شيء .","Alone will not achieve anything .",0.94117647058824,0.81521739130435
﻿en-ar,"this poll shows that British business backs his plan .","ويبين هذا الاستطلاع أن رجال الأعمال البريطانيين تؤيد خطته.","The poll shows that British businessmen supported his plan.",0.8141592920354,0.56818181818182,"ويظهر هذا الاستطلاع أن الأعمال البريطانية تدعم خطته.","This poll shows that British business supports his plan.",0.87272727272727,0.78677398989899,"ويظهر الاستطلاع أن البريطانيين الأعمال تدعم خطته .","The survey shows that British business supports the plan .",0.73214285714286,0.5625
﻿en-ar,"the latter will no longer be so when Westerners become more scarce .","لن يكون ذلك عند الغربيين تصبح أكثر ندرة.","It won't be when Westerners become more scarce.",0.76521739130435,0.45,"فإن هذا الأخير لن يكون كذلك عندما يصبح الغربيون أكثر ندرة.","The latter will not be so when Westerners become more scarce.",0.91472868217054,0.770703125,"هذا الأخير لن يكون حتى عند الغربيين تصبح أكثر ندرة .","The latter won't be even when Westerners become more scarce .",0.83720930232558,0.67226080246914
﻿en-ar,"the focus will turn to Haigerloch in the period after 1850 .","سوف انتقل التركيز إلى هايجيرلوتش في فترة ما بعد عام 1850.","I'm going to move the focus to the post haigirloch in 1850.",0.50420168067227,0.39965986394558,"فإن التركيز سيتحول إلى هيجيرلوش في الفترة بعد عام 1850.","The focus will be shifted to Hegelloch in the period after 1850.",0.83870967741935,0.71707818930041,"التركيز سوف تتحول إلى هايجرلوتش في فترة ما بعد عام 1850 .","The focus will turn to haigerloch in the period after 1850 .",0.96666666666667,0.99768518518519
﻿en-ar,"a young aristocrat sent to a convent by her family .","الارستقراطي شباب أرسلتها أسرتها إلى دير.","Patrician youths sent her to a convent.",0.54945054945055,0.23584905660377,"وهو أرستقراطي شاب أرسل إلى عائلتها إلى دير.","A young aristocrat sent to her family to a monastery.",0.72380952380952,0.78944387812889,"الأرستقراطي الشاب إرسالها إلى الدير من قبل عائلتها .","A young aristocrat sent to a convent by her family .",0.98076923076923,0.99699474079639
﻿en-ar,"movements were not recorded by a camera .","وسجلت تحركات لا بكاميرا.","No movements were recorded with a camera.",0.82926829268293,0.47088607594937,"لم يتم تسجيل الحركات بواسطة كاميرا.","Animations are not recorded by a camera.",0.81481481481481,0.6126582278481,"الحركات لم تكن مسجل من قبل الكاميرا .","The moves weren't recorded by the camera .",0.81927710843373,0.39453125
﻿en-ar,"he loathed the place as provincial and petty .","أنه يكره المكان كالمقاطعة وتافهة.","He hates the place as the province and trivial.",0.70967741935484,0.5679012345679,"انه كان المكان المستعار كما المحافظات الصغيرة.","It was a nickname place as a small county.",0.47727272727273,0.11111111111111,"انه يكره المكان المحافظات الصغيرة .","He hated the place small provincial .",0.74698795180723,0.42272727272727
﻿en-ar,"the computer pioneer provides software and consultancy services .","الرائدة في مجال الكمبيوتر يوفر خدمات البرمجيات والخدمات الاستشارية.","Leading provider of software and services provides computer consulting services.",0.59310344827586,0.46855921855922,"يوفر رائد الكمبيوتر خدمات البرمجيات والاستشارات.","Provides leading computer software consulting services.",0.63333333333333,0.22988505747126,"الكمبيوتر رائدة توفر البرمجيات والخدمات الاستشارية .","Computer leading provides software and consulting services .",0.832,0.63202247191011
﻿en-ar,"business for Britain launched in April with a pledge to bring business together .","لبريطانيا التي بدأت في نيسان/أبريل مع تعهد بالجمع بين الأعمال التجارية والأعمال التجارية.","For Britain, which started in April/May with a pledge by combining business and business.",0.65882352941176,0.45089285714286,"بدأت الأعمال التجارية لبريطانيا في أبريل مع تعهد لتحقيق الأعمال معا.","The business of Britain began in April with a pledge to bring business together.",0.8944099378882,0.7668240850059,"الأعمال بريطانيا أطلقت في نيسان / أبريل مع تعهد لجلب الأعمال معا .","Business Britain launched in April with a pledge to bring business with .",0.90909090909091,0.92950491677664
