Language,"Source Text","Source Text Total Google Results","Source Text Total Google Results (limited by total queries sent)","Bing Translate #1","Bing Translate #2","Bing Score (RTT with similar_text)","Bing Score (RTT with meteor)","Bing Score (RTT with GoogleSearch)","Bing Total Google Results","Bing Total Intersected Links","Google Translate #1","Google Translate #2","Google Score (RTT with similar_text)","Google Score (RTT with meteor)","Google Score (RTT with GoogleSearch)","Google Total Google Results","Google Total Intersected Links","Yandex Translate #1","Yandex Translate #2","Yandex Score (RTT with similar_text)","Yandex Score (RTT with meteor)","Yandex Score (RTT with GoogleSearch)","Yandex Total Google Results","Yandex Total Intersected Links"
﻿en-fr,"he moreover reacted strongly against the decision to suspend Damascus .",1950,50,"Il a par ailleurs vivement réagi contre la décision de suspendre de Damas.","He has also reacted strongly against the decision to suspend of Damascus.",0.86111111111111,0.77521966410855,0.2,6980,10,"il a d'ailleurs fortement réagi contre la décision de suspendre Damas.","He reacted strongly against the decision to suspend Damascus.",0.90909090909091,0.8179012345679,0.16,6980,10,"il a par ailleurs vivement réagi contre la décision de suspendre Damas .","he also reacted strongly against the decision to suspend Damascus .",0.92753623188406,0.89681818181818,0.2,6960,8
﻿en-fr,"the introduction of a toll for cars would only be a first step .",1240000,50,"l’introduction d’un péage pour les voitures ne serait un premier pas.","the introduction of a toll for cars is a first step.",0.86206896551724,0.72007299270073,0.38,1010000,19,"l'introduction d'un péage pour les voitures ne serait qu'un premier pas.","the introduction of a toll for cars would be only a first step.",0.94488188976378,0.90864586437359,0.86,1010000,19,"l'introduction d'un péage pour les voitures ne serait qu'une première étape .","the introduction of a toll for cars would only be a first step .",1,0.99854227405248,0.94,1280000,43
﻿en-fr,"article 220 grants Al-Azhar University an advisory role .",485,50,"l’article 220 accorde à l’Université Al-Azhar un rôle consultatif.","article 220 grants an advisory role to the Al-Azhar University.",0.65,0.82417582417582,0.76,592,38,"l'article 220 confère à l'Université Al-Azhar un rôle consultatif.","Article 220 confers on Al-Azhar University an advisory role.",0.87179487179487,0.74716553287982,0,592,38,"l'article 220 de subventions de l'Université Al-Azhar un rôle consultatif .","article 220 of grants from the University of Al-Azhar a consultative role .",0.65151515151515,0.51020408163265,0.12,0,0
﻿en-fr,"suits with a waistcoat and neckerchief are most popular .",838000,50,"combinaisons avec un gilet et un foulard sont les plus populaires.","combinations with a vest and a scarf are the most popular.",0.67826086956522,0.56678116791271,0.12,1330000,6,"costumes avec un gilet et un foulard sont les plus populaires.","suits with a vest and a scarf are the most popular.",0.75925925925926,0.69538985148515,0.18,1330000,6,"convient avec un gilet et foulard sont les plus populaires .","suits with a vest and scarf are the most popular .",0.78504672897196,0.69538985148515,0.28,4970000,9
﻿en-fr,"suits with a waistcoat and neckerchief are most popular .",838000,50,"combinaisons avec un gilet et un foulard sont les plus populaires.","combinations with a vest and a scarf are the most popular.",0.67826086956522,0.56678116791271,0.12,1340000,6,"costumes avec un gilet et un foulard sont les plus populaires.","suits with a vest and a scarf are the most popular.",0.75925925925926,0.69538985148515,0.18,1340000,6,"convient avec un gilet et foulard sont les plus populaires .","suits with a vest and scarf are the most popular .",0.78504672897196,0.69538985148515,0.28,4970000,9
﻿en-fr,"a number of people fervently hope that some will be found .",585000,50,"un certain nombre de gens souhaite ardemment que certains trouveront.","a number of people fervently wish that some will find.",0.88495575221239,0.66009004237288,0,500000,0,"un certain nombre de personnes espèrent ardemment qu'on en trouvera.","a number of people are eagerly waiting for it to be found.",0.64957264957265,0.46875,0,500000,0,"un certain nombre de personnes souhaite de tout coeur que vous en trouverez certains .","a number of people wish with all my heart that you will find some .",0.68253968253968,0.57101117886179,0,881000,0
﻿en-fr,"Government is trying to encourage its citizens to have children .",21800000,50,"Gouvernement cherche à encourager ses citoyens à avoir des enfants.","Government is trying to encourage its citizens to have children.",0.9922480620155,0.91376146788991,1,21800000,50,"Le gouvernement essaie d'encourager ses citoyens à avoir des enfants.","The government is trying to encourage its citizens to have children.",0.94736842105263,0.90545454545455,0.84,21800000,50,"Le gouvernement essaie d'encourager ses citoyens à avoir des enfants .","The government is trying to encourage its citizens to have children .",0.95522388059702,0.98801280619462,0.84,21000000,42
﻿en-fr,"behind this name hides a fully registered brand .",1680000,50,"derrière ce nom cache une marque entièrement nominative.","behind this name a brand name entirely.",0.59090909090909,0.58080808080808,0,9910000,0,"derrière ce nom se cache une marque entièrement enregistrée.","behind this name hides a fully registered trademark.",0.91089108910891,0.77734464572346,0.22,9910000,0,"derrière ce nom se cache un, entièrement enregistré de la marque .","behind this name hides a fully registered trademark .",0.92156862745098,0.88194444444444,0.22,2440000,11
﻿en-fr,"this teenager has accounts with Hotmail , Facebook , My Space and Ask .",112000,50,"cet adolescent a comptes Hotmail, Facebook, My Space et Ask.","This teenager has accounts, Hotmail, Facebook, My Space and Ask.",0.91851851851852,0.60919117647059,0.68,45500,34,"cet adolescent a des comptes avec Hotmail, Facebook, My Space et Ask.","this teenager has accounts with Hotmail, Facebook, My Space and Ask.",0.97841726618705,0.73776919828678,0.98,45500,34,"cet adolescent a des comptes Hotmail , Facebook , My Space et Demander .","this teenager has accounts with Hotmail , Facebook , My Space and Ask .",1,0.96064139941691,0.98,112000,49
﻿en-fr,"a number of people fervently hope that some will be found .",585000,50,"un certain nombre de gens souhaite ardemment que certains trouveront.","a number of people fervently wish that some will find.",0.88495575221239,0.66009004237288,0,500000,0,"un certain nombre de personnes espèrent ardemment qu'on en trouvera.","a number of people are eagerly waiting for it to be found.",0.64957264957265,0.46875,0,500000,0,"un certain nombre de personnes souhaite de tout coeur que vous en trouverez certains .","a number of people wish with all my heart that you will find some .",0.68253968253968,0.57101117886179,0,881000,0
﻿en-fr,"their lives flicker here like votive candles lighted in a church .",8370,50,"leur vie scintille ici comme les cierges allumés dans une église.","their life flickers here as the candles turned on in a church.",0.796875,0.35532407407407,0.3,55800,15,"leurs vies scintillent ici comme des bougies votives éclairées dans une église.","their lives glitter here like votive candles illuminated in a church.",0.88888888888889,0.72310405643739,0.16,55800,15,"leur vie scintillement ici comme votive des bougies allumées dans une église .","their lives flicker here as votive candles burning in a church .",0.87692307692308,0.80666666666667,0.4,32500,8
﻿en-fr,"AICM reports were indicating suitable conditions for taking off .",190,50,"AICM rapports indiquaient des conditions appropriées pour décoller.","IMCA reports indicated appropriate conditions for takeoff.",0.69918699186992,0.15463917525773,0,1020,0,"Les rapports de l'AICM indiquaient des conditions appropriées pour le décollage.","The IMCA reports indicated appropriate conditions for take-off.",0.671875,0.1530612244898,0,1020,0,"AICM rapports indiquaient des conditions appropriées pour le décollage .","AICM reports indicated appropriate conditions for the take-off .",0.72868217054264,0.45050505050505,0.32,22800,0
﻿en-fr,"the "" Juice "" probe is planned to begin its journey in 2022 .",1660,50,"la sonde « Jus » est prévue de commencer son parcours en 2022.","the 'Juice' probe is expected to begin his career in 2022.",0.77310924369748,0.38834397810219,0.3,3130,15,"la sonde ""Juice"" est prévue pour commencer son voyage en 2022.","the ""Juice"" probe is scheduled to begin its journey in 2022.",0.89256198347107,0.65109489051095,0.64,3130,15,"le "" Jus "" de la sonde est prévue pour commencer son voyage en 2022 .","the ""Juice"" of the probe is scheduled to begin his trip in 2022 .",0.76190476190476,0.59178571428571,0.22,1660,32
﻿en-fr,"when taking photographs in a studio where the surface is even , the soles might get damaged .",565000,50,"prises de vue dans un studio où la surface est de même, la plante pourrait obtenir endommagée.","shooting in a studio where the surface is the same, the plant could get damaged.",0.71676300578035,0.59228650137741,0.04,243000,2,"Lorsque vous prenez des photos dans un studio où la surface est uniforme, les semelles peuvent être endommagées.","When taking pictures in a studio where the surface is even, the soles may be damaged.",0.86516853932584,0.69443521042484,0.54,243000,2,"lors de la prise de photos dans un studio où la surface est la même , la plante pourrait être endommagé .","when taking photos in a studio where the surface is the same , the plant could be damaged .",0.81521739130435,0.74303754651032,0.08,914000,27
﻿en-fr,"spirit Airlines Inc. started the first carry-on fee .",197000,50,"Spirit Airlines Inc. a commencé la première taxe de bagage à main.","Spirit Airlines Inc. began the first tax carry-on.",0.79611650485437,0.57428214731586,0.2,229000,10,"Spirit Airlines Inc. a commencé les premiers frais de bagage à main.","Spirit Airlines Inc. started the first hand luggage charge.",0.76785714285714,0.65432098765432,0.7,229000,10,"spirit Airlines Inc. commencé le premier report sur les frais .","spirit Airlines Inc. started the first carry-on fee .",1,0.99451303155007,0.98,322000,35
﻿en-fr,"they would probably have to pay the opposing party license fees for the use of their own name .",797000,50,"ils auraient probablement à payer la partie adverse concéder des droits d’utilisation de leur nom.","they would probably have to pay the other party concede rights to use their name.",0.76136363636364,0.60483870967742,0.02,1310000,1,"ils devront probablement payer les frais de licence de l'adversaire pour l'utilisation de leur propre nom.","they will probably have to pay the opponent's license fees for using their own name.",0.8268156424581,0.62182646356033,0.08,1310000,1,"ils auraient probablement à payer à la partie adverse des frais de licence pour l'utilisation de leur nom propre .","they would probably have to pay to the other party of the license fee for the use of their own name .",0.88775510204082,0.92821782178218,0.1,533000,4
﻿en-fr,"operations are usually done in a schoolhouse .",220000,50,"opérations sont généralement effectuées dans une école.","operations are usually performed in a school.",0.81318681318681,0.56455696202532,0,12100000,0,"les opérations sont généralement effectuées dans une école.","operations are usually done in a school.",0.93023255813953,0.74542897327707,0,12100000,0,"les opérations sont généralement effectuées dans une école .","the operations are generally performed in a school .",0.71428571428571,0.55061728395062,0,13500000,0
﻿en-fr,"administrators at Penn State have been charged with perjury .",16800,50,"administrateurs à Penn State ont été accusés de parjure.","Administrators at Penn State have been charged with perjury.",0.97520661157025,0.90410275595461,1,16800,50,"les administrateurs de Penn State ont été accusés de parjure.","the directors of Penn State have been charged with perjury.",0.85,0.69183673469388,0.46,16800,50,"les administrateurs de l'État de pennsylvanie, ont été accusés de parjure .","the directors of the State of pennsylvania, have been accused of perjury .",0.60740740740741,0.36116504854369,0.12,16500,23
﻿en-fr,"in a small town in New Zealand , Burt Munro is considered a lovable oddball .",0,0,"dans une petite ville en Nouvelle Zélande, Burt Munro est considéré comme un excentrique aimable.","in a small town in New Zealand, Burt Munro is considered to be a lovable eccentric.",0.85,0.78938609467456,0,0,0,"Dans une petite ville de Nouvelle-Zélande, Burt Munro est considéré comme un adepte adorable.","In a small town in New Zealand, Burt Munro is considered an adept adept.",0.84563758389262,0.67946437911915,0,0,0,"dans une petite ville de Nouvelle-Zélande , Burt Munro est considéré comme un aimable excentrique .","in a small town of New Zealand , Burt Munro is regarded as an amiable eccentric .",0.73417721518987,0.65114727170063,0,0,0
﻿en-fr,"army or military loot .",229000,50,"armée ou butin militaire.","army or military plunder.",0.79166666666667,0.52154195011338,0.08,112000,4,"l'armée ou le butin militaire.","army or military booty.",0.91304347826087,0.52154195011338,0.04,112000,4,"l'armée de militaires ou de butin .","the army or military loot .",0.92,0.94901960784314,0.8,1220000,2
﻿en-fr,"specific plans were drawn up two years ago .",72000000,50,"des plans spécifiques ont été établies il y a deux ans.","specific plans have been established two years ago.",0.71578947368421,0.50112359550562,0.02,146000000,1,"Des plans spécifiques ont été élaborés il y a deux ans.","Specific plans were developed two years ago.",0.81818181818182,0.63920454545455,0.02,146000000,1,"des plans spécifiques ont été établis il y a deux ans .","specific plans have been established two years ago .",0.72916666666667,0.625,0.02,262000000,1
﻿en-fr,"A N Wilson announced that I 'd departed .",1090000,50,"Un N Wilson a annoncé que j’avais quitté.","A N Wilson announced that I had left.",0.84615384615385,0.66167290886392,0.06,25900000,3,"Un N Wilson a annoncé que j'étais parti.","A N Wilson announced that I was gone.",0.79487179487179,0.66167290886392,0.02,25900000,3,"Un N Wilson a annoncé que je 'd a quitté .","A N Wilson announced that I 'd left .",0.8974358974359,0.88194444444444,0.1,6270000,1
﻿en-fr,"when "" Anna "" sends an email to "" Benni , "" are the pair 's computers connected ?",3230,50,"Lorsque « Anna » envoie un email à « Benni », les ordinateurs de la paire sont connectés ?","When 'Anna' send an email to ""Benni"", the pair are computers?",0.76056338028169,0.27472527472527,0.02,156,1,"Lorsque ""Anna"" envoie un e-mail à ""Benni"", les ordinateurs de la paire sont-ils connectés?","When ""Anna"" sends an email to ""Benni"", are the computers in the pair connected?",0.8125,0.35135135135135,0,156,1,"lorsque ""Anna"" envoie un email pour ""Benni"", sont à la paire de s 'ordinateurs connectés ?","when ""Anna"" sends an email for ""Benni"", is the pair of 's computers ?",0.81333333333333,0.2972972972973,0,0,0
﻿en-fr,"the signals are for the purpose of security .",4360000,50,"les signaux sont dans le but de sécurité.","the signals are for the purpose of security.",0.98876404494382,0.89185393258427,1,4370000,50,"les signaux sont à des fins de sécurité.","the signals are for security purposes.",0.72289156626506,0.51264367816092,0.36,4370000,50,"les signaux sont pour des raisons de sécurité .","the signals are for security reasons .",0.72289156626506,0.63920454545455,0.06,4380000,18
﻿en-fr,"the agency will not have to fund unemployment .",7790000,50,"l’Agence n’aura pas à financer le chômage.","the Agency will not have to finance unemployment.",0.89583333333333,0.75556065122678,0.14,1140000,7,"l'agence n'aura pas à financer le chômage.","the agency will not have to finance unemployment.",0.91666666666667,0.75556065122678,0.14,1140000,7,"l'agence n'aura pas à financer le chômage .","the agency will not fund the unemployment .",0.86666666666667,0.84269662921348,0.58,1140000,7
﻿en-fr,"it is not probable that the Twenty-Seven will agree to this solution .",1680000,50,"Il n’est pas probable que les vingt-sept accepteront cette solution.","It is not likely that the 27 Member States will accept this solution.",0.69064748201439,0.54026442307692,0.02,41800000,1,"il n'est pas probable que les Vingt-Sept accepteront cette solution.","it is not likely that the Twenty-Seven will accept this solution.",0.85925925925926,0.67226080246914,0.04,41800000,1,"il n'est pas probable que les Vingt-Sept seront d'accord pour cette solution .","it is not probable that the Twenty-Seven will agree upon this solution .",0.97183098591549,0.91586538461538,0.12,130000000,2
﻿en-fr,"it is possible to investigate these processes in our solar system .",3840000,50,"Il est possible d’étudier ces processus dans notre système solaire.","It is possible to study these processes in our solar system.",0.88188976377953,0.82899159663866,0.2,11400000,10,"il est possible d'étudier ces processus dans notre système solaire.","it is possible to study these processes in our solar system.",0.89763779527559,0.82899159663866,0.2,11400000,10,"il est possible d'étudier ces processus dans notre système solaire .","it is possible to study these processes in our solar system .",0.90625,0.90736914600551,0.2,11400000,10
﻿en-fr,"I hope to lead a completely normal life .",7700000,50,"J’espère pouvoir mener une vie tout à fait normale.","I hope to lead a completely normal life.",0.98765432098765,0.89185393258427,0.96,7470000,48,"J'espère mener une vie complètement normale.","I hope to lead a completely normal life.",0.98765432098765,0.89185393258427,0.96,7470000,48,"J'espère mener une vie tout à fait normale .","I hope to live a completely normal life .",0.95121951219512,0.86545138888889,0.48,7470000,48
﻿en-fr,"the important thing is to have a discussion with your doctor .",84800000,50,"la chose importante est d’avoir une discussion avec votre médecin.","the important thing is to have a discussion with your doctor.",0.99186991869919,0.92159177720675,1,85000000,50,"l'important est d'avoir une discussion avec votre médecin.","the important thing is to have a discussion with your doctor.",0.99186991869919,0.92159177720675,0.98,85000000,50,"la chose importante est d'avoir une discussion avec votre médecin .","the important thing is to have a discussion with your doctor .",1,0.99768518518519,1,84800000,49
﻿en-fr,"300 people will come for culture .",53000000,50,"300 personnes viendront pour la culture.","300 people will come for the culture.",0.92957746478873,0.80357142857143,0.82,52500000,41,"300 personnes viendront pour la culture.","300 people will come for culture.",0.98507462686567,0.85346215780998,1,52500000,41,"300 personnes viennent pour la culture .","300 people come for the culture .",0.86567164179104,0.73015873015873,0.48,53000000,50
﻿en-fr,"the eight-person ensemble work their way through the text material .",7130000,50,"l’ensemble des huit personnes faire leur chemin à travers le matériau du texte.","all the eight people work their way through the material of the text.",0.75912408759124,0.73467813051146,0.06,170000000,3,"l'ensemble de huit personnes se fraye un chemin à travers le texte.","all eight people make their way through the text.",0.7008547008547,0.34444444444444,0,170000000,3,"les huit personnes ensemble travaillent leur chemin à travers le texte .","the eight individuals who together work their way through the text .",0.66176470588235,0.70171734234234,0.02,730000000,0
﻿en-fr,"the SPD substantiated its opposition to a car toll charge promoted by the CSU .",0,0,"le SPD a justifié son opposition à un péage de voiture promue par la CSU.","the SPD has justified its opposition to a toll of car promoted by the CSU.",0.84967320261438,0.75,0,127,0,"le SPD a justifié son opposition à une taxe de péage de voiture promue par la CSU.","the SPD justified its opposition to a car toll tax promoted by the CSU.",0.88,0.79045488441462,0,127,0,"le SPD motivée par son opposition à une voiture de péage promu par la CSU .","the SPD motivated by his opposition to a car toll road promoted by the CSU .",0.85161290322581,0.81860574473921,0,0,0
﻿en-fr,"parties which are dedicated to opposing the EU , or to scrapping the euro as a common currency , are gaining ground .",15500,50,"parties qui sont dédiés à s’opposer à l’Union européenne, ou à la démolition de l’euro comme monnaie commune, gagnent du terrain.","Parties that are dedicated to oppose the European Union, or the demolition of the euro as common currency, are gaining ground.",0.78189300411523,0.52816764132554,0.02,6310,1,"les partis qui se sont engagés à s'opposer à l'UE, ou à supprimer l'euro en tant que monnaie commune, gagnent du terrain.","parties that have pledged to oppose the EU, or to suppress the euro as a common currency, are gaining ground.",0.84070796460177,0.56289769946158,0.08,6310,1,"les parties qui sont dédiés à la partie adverse de l'UE , ou à la mise au rebut de l'euro comme monnaie commune , gagnent du terrain .","the parties that are dedicated to the party opposing the EU , or of the disposal of the euro as a common currency , are gaining ground .",0.82213438735178,0.90922253951655,0.04,59900,4
﻿en-fr,"most unusual pool design awaits bathers in Längenfeld . the Aqua Dome in Ötztal looks like a UFO landed in the Alps .",0,0,"conception de piscine plus inhabituelle attend les baigneurs à Längenfeld. l’Aqua Dome en Ötztal ressemble à un OVNI a atterri dans les Alpes.","design of more unusual pool expected bathers to Längenfeld. the Aqua Dome in Ötztal looks like a UFO landed in the Alps.",0.83817427385892,0.71863712329506,0,0,0,"La conception de piscine la plus inhabituelle attend les baigneurs à Längenfeld. l'Aqua Dome d'Ötztal ressemble à un OVNI débarqué dans les Alpes.","The most unusual pool design awaits swimmers in Längenfeld. the Ötztal Aqua Dome looks like a UFO landed in the Alps.",0.85714285714286,0.82236842105263,0,0,0,"plus insolite de la piscine de la conception attend les baigneurs de Längenfeld . l'Aqua Dome dans l'Ötztal ressemble à un OVNI a atterri dans les Alpes .","most unusual swimming pool design awaits bathers in Längenfeld . the Aqua Dome in the Ötztal looks like a UFO has landed in the Alps .",0.93333333333333,0.96558626033058,0,0,0
﻿en-fr,"Hagman was diagnosed with cirrhosis of the liver in 1992 .",552,50,"Hagman a été diagnostiqué avec une cirrhose du foie en 1992.","Hagman was diagnosed with cirrhosis of the liver in 1992.",0.99130434782609,0.91376146788991,0.98,552,49,"Hagman a été diagnostiqué avec une cirrhose du foie en 1992.","Hagman was diagnosed with cirrhosis of the liver in 1992.",0.99130434782609,0.91376146788991,0.98,552,49,"Hagman a été diagnostiqué avec une cirrhose du foie en 1992 .","Hagman was diagnosed with cirrhosis of the liver in 1992 .",1,0.99699474079639,1,552,49
﻿en-fr,"hungry for growth , the bank itself invested in US subprime securities .",2080,50,"avide de croissance, la Banque elle-même investi en nous les titres subprimes.","eager for growth, the Bank itself invested in US subprime securities.",0.92198581560284,0.75625,0.06,3380,3,"avide de croissance, la banque elle-même a investi dans des titres subprime américains.","eager for growth, the bank itself invested in US subprime securities.",0.93617021276596,0.75625,0.06,3380,3,"faim pour la croissance , la banque a elle-même investi en NOUS les titres subprimes .","hungry for growth , the bank has itself invested in US subprime securities .",0.97297297297297,0.96413568815213,0.82,3380,3
﻿en-fr,"this is with regard to the quality of the products that are offered here .",241000000,50,"Il s’agit en ce qui concerne la qualité des produits qui sont proposés ici.","It is with regard to the quality of the products offered here.",0.89705882352941,0.74070950694327,0.86,240000000,43,"C'est en ce qui concerne la qualité des produits qui sont offerts ici.","It's in regards to the quality of the products that are offered here.",0.90909090909091,0.67297297297297,0.54,240000000,43,"c'est à l'égard de la qualité des produits qui sont offerts ici .","it is with respect to the quality of the products that are offered here .",0.91156462585034,0.86134122287968,0.76,190000000,27
